dataset,krao,selection,proj_sel,proj_sel_qtt,bang,total
8, 0.422895, 1.645801, 0.209590, 0.407494, 0.065936, 2.751716
8, 0.296712, 0.699636, 0.155132, 0.218666, 0.048532, 1.418678
8, 0.523687, 1.113854, 0.193979, 0.544644, 0.067020, 2.443184
8, 0.506582, 1.370330, 0.209543, 0.407661, 0.066374, 2.560490
8, 0.117394, 0.549364, 0.156772, 0.230105, 0.044649, 1.098284
8, 0.107881, 0.548438, 0.171859, 0.230227, 0.044914, 1.103319
8, 0.102609, 0.549372, 0.165786, 0.230358, 0.044675, 1.092800
8, 1.557970, 0.601633, 0.159730, 0.245786, 0.045614, 2.610733
8, 0.121478, 0.599391, 0.176668, 0.238771, 0.047457, 1.183765
8, 0.104531, 0.584502, 0.157804, 0.243181, 0.048277, 1.138295
8, 0.125407, 0.586007, 0.146657, 0.226611, 0.046412, 1.131094
8, 0.162279, 0.577751, 0.146722, 0.220468, 0.045928, 1.153148
8, 0.127221, 0.573760, 0.146859, 0.215669, 0.045776, 1.109285
8, 0.106241, 0.599485, 0.145954, 0.214687, 0.047220, 1.113587
8, 0.109406, 0.584073, 0.148011, 0.220058, 0.046988, 1.108536
8, 0.103594, 0.583408, 0.145647, 0.214244, 0.045536, 1.092429
8, 0.158137, 0.573810, 0.147136, 0.214317, 0.045540, 1.138940
8, 0.118856, 0.583305, 0.145012, 0.214561, 0.045514, 1.107248
8, 0.126237, 0.574352, 0.142473, 0.208152, 0.044047, 1.095261
8, 0.123070, 0.576132, 0.144493, 0.208814, 0.044199, 1.096708
8, 0.112798, 0.576693, 0.142279, 0.201136, 0.044157, 1.077063
8, 0.116133, 0.566826, 0.136710, 0.192962, 0.042824, 1.055455
8, 0.106163, 0.559378, 0.137452, 0.193999, 0.042842, 1.039834
8, 0.114257, 0.553633, 0.168216, 0.202820, 0.044377, 1.083303
8, 0.107073, 0.575992, 0.159285, 0.215082, 0.044101, 1.101533
8, 0.083128, 0.672022, 0.157352, 0.202884, 0.044094, 1.159480
8, 0.114124, 0.646138, 0.137992, 0.195927, 0.042849, 1.137030
8, 0.096010, 0.569696, 0.171174, 0.212940, 0.045510, 1.095330
8, 0.108064, 0.565293, 0.137088, 0.455501, 0.042851, 1.308797
8, 0.144318, 0.552273, 0.139109, 0.196493, 0.042845, 1.075038
8, 0.098486, 0.567922, 0.165813, 0.203457, 0.044132, 1.079810
8, 0.153575, 0.561292, 0.138020, 0.197114, 0.042935, 1.092936
8, 0.079154, 0.580234, 0.161897, 0.225989, 0.044089, 1.091363
8, 0.170749, 0.543956, 0.170232, 0.202742, 0.044081, 1.131760
8, 0.107268, 0.569621, 0.177385, 0.214674, 0.045505, 1.114453
8, 0.091477, 0.581138, 0.141907, 0.207503, 0.044181, 1.066206
8, 0.173557, 0.568683, 0.140212, 0.201305, 0.044282, 1.128039
8, 0.100806, 0.589026, 0.140400, 0.209414, 0.044162, 1.083808
8, 0.094576, 0.586507, 0.142253, 0.209448, 0.044172, 1.076956
8, 0.122144, 0.573973, 0.140465, 0.199616, 0.044132, 1.080330
8, 0.114194, 0.576175, 0.141906, 0.198175, 0.044194, 1.074644
8, 0.113459, 0.570872, 0.141669, 0.199627, 0.044166, 1.069793
8, 0.101946, 0.667263, 0.141562, 0.198536, 0.044313, 1.153620
8, 0.096195, 0.578374, 0.143473, 0.202152, 0.044164, 1.064358
8, 0.107751, 0.574323, 0.140259, 0.197878, 0.044259, 1.064470
8, 0.104988, 0.569239, 0.139439, 0.198388, 0.044186, 1.056240
8, 0.110444, 0.628384, 0.137333, 0.197612, 0.044195, 1.117968
8, 0.101394, 0.574236, 0.141403, 0.200633, 0.044187, 1.061853
8, 0.100639, 0.576492, 0.139853, 0.198032, 0.044375, 1.059391
8, 0.159976, 0.562119, 0.141452, 0.197655, 0.044154, 1.105356
8, 0.102777, 0.639642, 0.142329, 0.199300, 0.044591, 1.128639
8, 0.119405, 0.566034, 0.141250, 0.200531, 0.044174, 1.071394
8, 0.150067, 0.582304, 0.142071, 0.201640, 0.044185, 1.120267
8, 0.134070, 0.562494, 0.145317, 0.198408, 0.044163, 1.084452
8, 0.135409, 0.563653, 0.143304, 0.199957, 0.044156, 1.086479
8, 0.149241, 0.564787, 0.140653, 0.200407, 0.044234, 1.099322
8, 0.094275, 0.578114, 0.142887, 0.200368, 0.044188, 1.059832
8, 0.123204, 0.567547, 0.141099, 0.198946, 0.044161, 1.074957
8, 0.149048, 0.570920, 0.138548, 0.198449, 0.044172, 1.101137
8, 0.094211, 0.569864, 0.142176, 0.200387, 0.044148, 1.050786
8, 0.120160, 0.559349, 0.140515, 0.193683, 0.042841, 1.056548
8, 0.099579, 0.597648, 0.136118, 0.194275, 0.042821, 1.070441
8, 0.087992, 0.572647, 0.157658, 0.214465, 0.044140, 1.076902
8, 0.104025, 0.560701, 0.137614, 0.196596, 0.042906, 1.041842
8, 0.149479, 0.554316, 0.137405, 0.193811, 0.042839, 1.077850
8, 0.125444, 0.558458, 0.136674, 0.196203, 0.042838, 1.059617
8, 0.099209, 0.561690, 0.138249, 0.196599, 0.042859, 1.038606
8, 0.096861, 0.562259, 0.166478, 0.202999, 0.044095, 1.072692
8, 0.091858, 0.585757, 0.159631, 0.203957, 0.044089, 1.085292
8, 0.112261, 0.566319, 0.167604, 0.205804, 0.044105, 1.096093
8, 0.113884, 0.568176, 0.166853, 0.206299, 0.044082, 1.099294
8, 0.107389, 0.570089, 0.160428, 0.203161, 0.044073, 1.085140
8, 0.122973, 0.558641, 0.138019, 0.196039, 0.042893, 1.058565
8, 0.111649, 0.593863, 0.164221, 0.210909, 0.044140, 1.124782
8, 0.148244, 0.567124, 0.138034, 0.194249, 0.042883, 1.090534
8, 0.110388, 0.655321, 0.137877, 0.192793, 0.042909, 1.139288
8, 0.106193, 0.570153, 0.147440, 0.200585, 0.044465, 1.068836
8, 0.097235, 0.568840, 0.137025, 0.192791, 0.042901, 1.038792
8, 0.111936, 0.562051, 0.140118, 0.192805, 0.042902, 1.049812
8, 0.125823, 0.577698, 0.140156, 0.205156, 0.044094, 1.092927
8, 0.105272, 0.569103, 0.162800, 0.206517, 0.044090, 1.087782
8, 0.090169, 0.573675, 0.162813, 0.203236, 0.044089, 1.073982
8, 0.107640, 0.567389, 0.168192, 0.203026, 0.044100, 1.090347
8, 0.181276, 0.550379, 0.136307, 0.193889, 0.042813, 1.104664
8, 0.111930, 0.568133, 0.138712, 0.197410, 0.042824, 1.059009
8, 0.101311, 0.569688, 0.159896, 0.212181, 0.044101, 1.087177
8, 0.155337, 0.553508, 0.139329, 0.195436, 0.042852, 1.086462
8, 0.145833, 0.556540, 0.139052, 0.194672, 0.042850, 1.078947
8, 0.098405, 0.569912, 0.159100, 0.202640, 0.044079, 1.074136
8, 0.104010, 0.561186, 0.141540, 0.193637, 0.042958, 1.043331
8, 0.095903, 0.578739, 0.165730, 0.209925, 0.045499, 1.095796
8, 0.114849, 0.587672, 0.141337, 0.202345, 0.044184, 1.090387
8, 0.134159, 0.566852, 0.142545, 0.199041, 0.044160, 1.086757
8, 0.174246, 0.576500, 0.141514, 0.200723, 0.045007, 1.137990
8, 0.126997, 0.579051, 0.138029, 0.200100, 0.044497, 1.088674
8, 0.102927, 0.569641, 0.142771, 0.199781, 0.044253, 1.059373
8, 0.136236, 0.571847, 0.135765, 0.198105, 0.044154, 1.086107
8, 0.137585, 0.565459, 0.142170, 0.197801, 0.044127, 1.087142
8, 0.120261, 0.584981, 0.137309, 0.205576, 0.044217, 1.092344
8, 0.098758, 0.577898, 0.144099, 0.198620, 0.044150, 1.063525
8, 0.109635, 0.565984, 0.164548, 0.203467, 0.044091, 1.087725
8, 0.101017, 0.561558, 0.169911, 0.214087, 0.044092, 1.090665
8, 0.151616, 0.560729, 0.137114, 0.194280, 0.042838, 1.086577
8, 0.101874, 0.564613, 0.135921, 0.193326, 0.042916, 1.038650
8, 0.117682, 0.569241, 0.163406, 0.203029, 0.044099, 1.097457
8, 0.090615, 0.567996, 0.137516, 0.203676, 0.043032, 1.042835
8, 0.121926, 0.564821, 0.136607, 0.194873, 0.042877, 1.061104
8, 0.100562, 0.577211, 0.168624, 0.207255, 0.044123, 1.097775
8, 0.098480, 0.567665, 0.139690, 0.196200, 0.042869, 1.044904
8, 0.116338, 0.567432, 0.163641, 0.202971, 0.044090, 1.094472
8, 0.101747, 0.565343, 0.140386, 0.193663, 0.042877, 1.044016
8, 0.099492, 0.569133, 0.138659, 0.193770, 0.042865, 1.043919
8, 0.133615, 0.563807, 0.137876, 0.195054, 0.042868, 1.073220
8, 0.097265, 0.576317, 0.171625, 0.212467, 0.045495, 1.103169
8, 0.121685, 0.575893, 0.142114, 0.202329, 0.044154, 1.086175
8, 0.135960, 0.575349, 0.146445, 0.198780, 0.044172, 1.100706
8, 0.112852, 0.575698, 0.145493, 0.199203, 0.044365, 1.077611
8, 0.130449, 0.572387, 0.138588, 0.200604, 0.044174, 1.086202
8, 0.101838, 0.576710, 0.142290, 0.200735, 0.044177, 1.065750
8, 0.110765, 0.572520, 0.171531, 0.209110, 0.045520, 1.109446
8, 0.104398, 0.568192, 0.136724, 0.195868, 0.042978, 1.048160
8, 0.096861, 0.569674, 0.162257, 0.211372, 0.045461, 1.085625
8, 0.087370, 0.573467, 0.164387, 0.204011, 0.044105, 1.073340
8, 0.097588, 0.569025, 0.137828, 0.197437, 0.042864, 1.044742
8, 0.096244, 0.562373, 0.140241, 0.196355, 0.042859, 1.038072
8, 0.110436, 0.566833, 0.139924, 0.193928, 0.042883, 1.054004
8, 0.095345, 0.571555, 0.161980, 0.204260, 0.044095, 1.077235
8, 0.118784, 0.560872, 0.166522, 0.205592, 0.044097, 1.095867
8, 0.105802, 0.553465, 0.138768, 0.193206, 0.042898, 1.034139
8, 0.098509, 0.572773, 0.165376, 0.203678, 0.044107, 1.084443
8, 0.100812, 0.562039, 0.138842, 0.195635, 0.042856, 1.040184
8, 0.083276, 0.572324, 0.160933, 0.207592, 0.044112, 1.068237
8, 0.117421, 0.566748, 0.166698, 0.202772, 0.044104, 1.097743
8, 0.133441, 0.555308, 0.136647, 0.193788, 0.042893, 1.062077
8, 0.106290, 0.564828, 0.137622, 0.197176, 0.042874, 1.048790
8, 0.155859, 0.564870, 0.137331, 0.193329, 0.042894, 1.094283
8, 0.081915, 0.572239, 0.156965, 0.202792, 0.044100, 1.058011
8, 0.112895, 0.566331, 0.136770, 0.195884, 0.042848, 1.054728
8, 0.134293, 0.562952, 0.139467, 0.196516, 0.042866, 1.076094
8, 0.128002, 0.564290, 0.139180, 0.193583, 0.042861, 1.067916
8, 0.086680, 0.572300, 0.163062, 0.203646, 0.044080, 1.069768
8, 0.116875, 0.553426, 0.168577, 0.204687, 0.044119, 1.087684
8, 0.095282, 0.576821, 0.167120, 0.211196, 0.045467, 1.095886
8, 0.166564, 0.560127, 0.137551, 0.193492, 0.042859, 1.100593
8, 0.133846, 0.563236, 0.139486, 0.195902, 0.042842, 1.075312
8, 0.090361, 0.571451, 0.161294, 0.205990, 0.044153, 1.073249
8, 0.107203, 0.559231, 0.166820, 0.203157, 0.044103, 1.080514
8, 0.094819, 0.571314, 0.156415, 0.202657, 0.044102, 1.069307
8, 0.099015, 0.614808, 0.139996, 0.198468, 0.044179, 1.096466
8, 0.141007, 0.562086, 0.145758, 0.198578, 0.044131, 1.091560
8, 0.098303, 0.574800, 0.139022, 0.199525, 0.044196, 1.055846
8, 0.097802, 0.651462, 0.139389, 0.193265, 0.042848, 1.124766
8, 0.099688, 0.560430, 0.137254, 0.195434, 0.042845, 1.035651
8, 0.092681, 0.553409, 0.168800, 0.202870, 0.044099, 1.061859
8, 0.130095, 0.555851, 0.139432, 0.196386, 0.042867, 1.064631
8, 0.089913, 0.569912, 0.175116, 0.209331, 0.045502, 1.089774
8, 0.128227, 0.580631, 0.144984, 0.199017, 0.044140, 1.096999
8, 0.178175, 0.560883, 0.141354, 0.198494, 0.044157, 1.123063
8, 0.101318, 0.566645, 0.139398, 0.196047, 0.043003, 1.046411
8, 0.147871, 0.553213, 0.134533, 0.192502, 0.042817, 1.070936
8, 0.098347, 0.569840, 0.143759, 0.198494, 0.044143, 1.054583
8, 0.094406, 0.569159, 0.141371, 0.198761, 0.044173, 1.047870
8, 0.094263, 0.567707, 0.136764, 0.193912, 0.042882, 1.035528
8, 0.169396, 0.554630, 0.143721, 0.206776, 0.042833, 1.117356
8, 0.104030, 0.562968, 0.138865, 0.195699, 0.042847, 1.044409
8, 0.101740, 0.552461, 0.167127, 0.203369, 0.044179, 1.068876
8, 0.091784, 0.567627, 0.135302, 0.194486, 0.042838, 1.032037
8, 0.122401, 0.564820, 0.139438, 0.195897, 0.042878, 1.065434
8, 0.092324, 0.562004, 0.140515, 0.197338, 0.042893, 1.035074
8, 0.110888, 0.570232, 0.164955, 0.203130, 0.044084, 1.093289
8, 0.106756, 0.668881, 0.139075, 0.197864, 0.044295, 1.156871
8, 0.104882, 0.586332, 0.141404, 0.199224, 0.044594, 1.076436
8, 0.095829, 0.601748, 0.157210, 0.203861, 0.044136, 1.102784
8, 0.097242, 0.570034, 0.138004, 0.195153, 0.044262, 1.044695
8, 0.149566, 0.576777, 0.170922, 0.225614, 0.044190, 1.167069
8, 0.113950, 0.563863, 0.133648, 0.196003, 0.042878, 1.050342
8, 0.113743, 0.601377, 0.139235, 0.194072, 0.042809, 1.091236
8, 0.100670, 0.561409, 0.136757, 0.193987, 0.042848, 1.035671
8, 0.165076, 0.543352, 0.138468, 0.196764, 0.042871, 1.086531
8, 0.090372, 0.568650, 0.139053, 0.213251, 0.042861, 1.054187
